CANAL;COMENTARIO
CONOCE-AQUI;"OK
"
CONOCE-AQUI;e
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;muy buen servicio
CONOCE-AQUI;oo
CONOCE-AQUI;-
CONOCE-AQUI;excelente
CONOCE-AQUI;s
CONOCE-AQUI;www
CONOCE-AQUI;PODER IMPRIMIR LOS ASIENTOS 
CONOCE-AQUI;ok
CONOCE-AQUI;m
CONOCE-AQUI;DESCARGA TODAS LAS HOJAS GRATIS
CONOCE-AQUI;excelente
CONOCE-AQUI;Bien
CONOCE-AQUI;RIK
CONOCE-AQUI;BN
CONOCE-AQUI;"Muy buen servicio
Gracias"
CONOCE-AQUI;muy bueno
CONOCE-AQUI;ok
CONOCE-AQUI;CF
CONOCE-AQUI;ok
CONOCE-AQUI;No puede descargar la ficha
CONOCE-AQUI;OK
CONOCE-AQUI;-
CONOCE-AQUI;eficiente
CONOCE-AQUI;muy buen servicio
CONOCE-AQUI;.
CONOCE-AQUI;´ñ
CONOCE-AQUI;D
CONOCE-AQUI;s
CONOCE-AQUI;muy bien!
CONOCE-AQUI;Sería bueno tener la posibilidad de imprimir pagando un fee
CONOCE-AQUI;ok
CONOCE-AQUI;"gracias gracias gracias
"
CONOCE-AQUI;OK
CONOCE-AQUI;perfecto. Gracias
CONOCE-AQUI;"si
"
CONOCE-AQUI;BIEN LA INFORMACION
CONOCE-AQUI;OK
CONOCE-AQUI;MUY BUENO, AHORRA TIEMPO MUCHO TIEMPO, DEBERIA SER MAS ACCESOS A LAS PARTIDAS ELECTRONICAS
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;sin comentarios
CONOCE-AQUI;Debe tener la posibilidad de imprimir
CONOCE-AQUI;VISUALIZACIONES MULTIPLES
CONOCE-AQUI;.
CONOCE-AQUI;bien
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;"like
"
CONOCE-AQUI;MUY AMIGABLE Y FÁCIL DE ENTENDER. GRACIAS
CONOCE-AQUI;MUY BUEN SERVICIO
CONOCE-AQUI;falta opcion de descarga
CONOCE-AQUI;--
CONOCE-AQUI;rapidez
CONOCE-AQUI;No
CONOCE-AQUI;-
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;"bien
"
CONOCE-AQUI;"no funciono
"
CONOCE-AQUI;xx
CONOCE-AQUI;Muy bueno
CONOCE-AQUI;fenomenal gracias
CONOCE-AQUI;todo ok
CONOCE-AQUI;ok
CONOCE-AQUI;bueno
CONOCE-AQUI;"Bueno
"
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;ok
CONOCE-AQUI;excelente
CONOCE-AQUI;MUY BUENA INFO
CONOCE-AQUI;BIEN.
CONOCE-AQUI;q
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;:)
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;excelente 
CONOCE-AQUI;Excelente servicio
CONOCE-AQUI;"muy buena
"
CONOCE-AQUI;ok
CONOCE-AQUI;Bhh
CONOCE-AQUI;ok
CONOCE-AQUI;Súper bueno
CONOCE-AQUI;Ggg
CONOCE-AQUI;BIEN
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;OK
CONOCE-AQUI;nuevamente felicitaciones, una gran ayuda a los usuarios, un gran ejemplo a seguir pr las demás entidades públicas
CONOCE-AQUI;"Excelente servicio
FELICITAICONES"
CONOCE-AQUI;Excelente 
CONOCE-AQUI;ninguna
CONOCE-AQUI;Falta poner la información del terreno
CONOCE-AQUI;:)
CONOCE-AQUI;":)
"
CONOCE-AQUI;"MAL
"
CONOCE-AQUI;Que salgue todo
CONOCE-AQUI;ok
CONOCE-AQUI;B IEN
CONOCE-AQUI;dar mas caractericitcadel predio
CONOCE-AQUI;todo bien
CONOCE-AQUI;Excelente
CONOCE-AQUI;"ok
"
CONOCE-AQUI;buena
CONOCE-AQUI;ok
CONOCE-AQUI;buena
CONOCE-AQUI;BUENA
CONOCE-AQUI;Podría ser más amplia la ventana o espacio para visualizar las hojas de la partida
CONOCE-AQUI;o9k
CONOCE-AQUI;bien
CONOCE-AQUI;MHVHGMGH
CONOCE-AQUI;ok
CONOCE-AQUI;444
CONOCE-AQUI;MUY BUENO EXCELENTE
CONOCE-AQUI;C
CONOCE-AQUI;EXCELENTE, ES MUY UTIL 
CONOCE-AQUI;No permite descargar 
CONOCE-AQUI;"NO DEJA VISUALIZAR LA PAGINA
"
CONOCE-AQUI;excelemte
CONOCE-AQUI;p
CONOCE-AQUI;MMMMMM
CONOCE-AQUI;VvDBF
CONOCE-AQUI;muy bueno
CONOCE-AQUI;"todo bien
"
CONOCE-AQUI;ss
CONOCE-AQUI;bien
CONOCE-AQUI;"OK
"
CONOCE-AQUI;muy eficiente la verdad 
CONOCE-AQUI;"LA MEJOR  IDEA  QUE  TUVO SUNARP, ya que  es   información   directa sin colas  ni pagos,  que  permiten  evitar estafas,  felicitaciones
"
CONOCE-AQUI;Mejorando cada vez.
CONOCE-AQUI;Debe dejar imprimir 
CONOCE-AQUI;Muy intuitivo
CONOCE-AQUI;Muy buen servicio
CONOCE-AQUI;GENIAL
CONOCE-AQUI;SADd
CONOCE-AQUI;ni se encontró todas la hojas 
CONOCE-AQUI;OK
CONOCE-AQUI;permitir la impresion de los documentos 
CONOCE-AQUI;Buen servicio.
CONOCE-AQUI;10
CONOCE-AQUI;gracias
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;solicitar visualización de los titulos archivados por favor.
CONOCE-AQUI;no se ve toda la partida no me sirve
CONOCE-AQUI;excelente!
CONOCE-AQUI;muy buena plataforma
CONOCE-AQUI;K
CONOCE-AQUI;si
CONOCE-AQUI;"GRACIAS
"
CONOCE-AQUI;-
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;Conjuntamente con las partidas, podrían también poner la ubicación del predio para estar totalmente seguro de todos los datos. En realidad es muy buen servicio para los usuarios.
CONOCE-AQUI;bueno
CONOCE-AQUI;-
CONOCE-AQUI;x
CONOCE-AQUI;Ok
CONOCE-AQUI;¡
CONOCE-AQUI;-
CONOCE-AQUI;,
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;ok
CONOCE-AQUI;-
CONOCE-AQUI;"ñ
"
CONOCE-AQUI;Pude visualizar los asientos, pero no pude verlos a pantalla completa, solo se ve la mitad, debe haber alguna forma, gracias  
CONOCE-AQUI;MÁS INTENTOS AL DÍA 
CONOCE-AQUI;La visualización, no permite descargar
CONOCE-AQUI;1
CONOCE-AQUI;"poder imprimir todo
"
CONOCE-AQUI;dfde
CONOCE-AQUI;ok
CONOCE-AQUI;Bien
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;ninguna
CONOCE-AQUI;.
CONOCE-AQUI;bg
CONOCE-AQUI;nada
CONOCE-AQUI;b
CONOCE-AQUI;:)
CONOCE-AQUI;dd
CONOCE-AQUI;BIEN
CONOCE-AQUI;"ok
"
CONOCE-AQUI; cbvx
CONOCE-AQUI;OK
CONOCE-AQUI;6666
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;Muy bien. Servicio
CONOCE-AQUI;hhhhhhhhhhhhhh
CONOCE-AQUI;todo bien
CONOCE-AQUI;bien
CONOCE-AQUI;-
CONOCE-AQUI;iuh
CONOCE-AQUI;"excelente servicio
"
CONOCE-AQUI;V
CONOCE-AQUI;mejor visualizacion de los escaneados.  o un traductor de los documentos antiguos.
CONOCE-AQUI;...
CONOCE-AQUI;bn
CONOCE-AQUI;bien
CONOCE-AQUI;gv
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;bueno
CONOCE-AQUI;no aparece los tramites pendientes
CONOCE-AQUI;excelente
CONOCE-AQUI;NA
CONOCE-AQUI;Ok
CONOCE-AQUI;"satisfecho
"
CONOCE-AQUI;Gracias por el servicio
CONOCE-AQUI;H
CONOCE-AQUI;1
CONOCE-AQUI;"Excelente servicio 
"
CONOCE-AQUI;"bien
"
CONOCE-AQUI;VCXVC
CONOCE-AQUI;AAA
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;"BUENA
"
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;bien
CONOCE-AQUI;eficiente 
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;erteygrhyaerws
CONOCE-AQUI;.
CONOCE-AQUI;MNMDEVVM
CONOCE-AQUI;a
CONOCE-AQUI;Que se vea en pantalla completa
CONOCE-AQUI;.
CONOCE-AQUI;f
CONOCE-AQUI;"OK
"
CONOCE-AQUI;EL SISTEMA ESTA MUY LENTA, PERO DE TODAS MANERAS ABREVIA EL TIEMPO.
CONOCE-AQUI;"no permite ver toda la partida registral
"
CONOCE-AQUI;Ok
CONOCE-AQUI;ok
CONOCE-AQUI;buenisimo
CONOCE-AQUI;Me sirvio de mucho... 
CONOCE-AQUI;gracias
CONOCE-AQUI;BUEN REPORTE
CONOCE-AQUI;asdas
CONOCE-AQUI;"SI
"
CONOCE-AQUI;D
CONOCE-AQUI;"DE GRAN AYUDA PARA REVISAR DOCUMENTOS
"
CONOCE-AQUI;Bien
CONOCE-AQUI;incompleto
CONOCE-AQUI;Ok
CONOCE-AQUI;Excelente 
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;bien
CONOCE-AQUI;jh
CONOCE-AQUI;BUENO
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;ERTERT 
CONOCE-AQUI;OK
CONOCE-AQUI;TODO MUY BIEN
CONOCE-AQUI;"No está actualizada las partidas regístrales hace años que el número de partida que busque le
Pertenece a otro propietario"
CONOCE-AQUI;BIEN.
CONOCE-AQUI;ok
CONOCE-AQUI;1
CONOCE-AQUI;DAEWA
CONOCE-AQUI;debe ser gratuito
CONOCE-AQUI;ok
CONOCE-AQUI;"OK
"
CONOCE-AQUI;"buena
"
CONOCE-AQUI;excelente
CONOCE-AQUI;muy bien
CONOCE-AQUI;s
CONOCE-AQUI;ok
CONOCE-AQUI;SI
CONOCE-AQUI;MMM
CONOCE-AQUI;G
CONOCE-AQUI;.
CONOCE-AQUI;MEJOR ORIENTACION
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;s
CONOCE-AQUI;SI ME PARECE BIEN. AL PRINCIPIO NO ENTENDIA PERO SI FUE BUENO
CONOCE-AQUI;fbty
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;"Facil acceso
"
CONOCE-AQUI;<3
CONOCE-AQUI;Muy interesante gracias 
CONOCE-AQUI;,
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;TODO OK 
CONOCE-AQUI;M
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;OK
CONOCE-AQUI;v
CONOCE-AQUI;x
CONOCE-AQUI;"ok
"
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;SI
CONOCE-AQUI;a
CONOCE-AQUI;ok
CONOCE-AQUI;Excelente me ahorre tiempo
CONOCE-AQUI;"ok
"
CONOCE-AQUI;Todo buenas 
CONOCE-AQUI;.
CONOCE-AQUI;jkhiohi
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;BIEN.
CONOCE-AQUI;OK
CONOCE-AQUI;estuvo genial
CONOCE-AQUI;Y
CONOCE-AQUI;BIEN
CONOCE-AQUI;fcv b 
CONOCE-AQUI;FDVCDVDVVD
CONOCE-AQUI;muy bien
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;rapido y preciso
CONOCE-AQUI;BUENA
CONOCE-AQUI;ok
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;"Bueno
"
CONOCE-AQUI;ninguno
CONOCE-AQUI;HY
CONOCE-AQUI;ddfva
CONOCE-AQUI;"L
"
CONOCE-AQUI;H
CONOCE-AQUI;ffh
CONOCE-AQUI;Gracias
CONOCE-AQUI;excelente pagina
CONOCE-AQUI;HVYJFY
CONOCE-AQUI;,
CONOCE-AQUI;Bien
CONOCE-AQUI;OK
CONOCE-AQUI;No puedo ver
CONOCE-AQUI;"BUENAS NOCHES TODO BIEN
"
CONOCE-AQUI;s
CONOCE-AQUI;X
CONOCE-AQUI;F
CONOCE-AQUI;pjó
CONOCE-AQUI;bueno
CONOCE-AQUI;.
CONOCE-AQUI;AGREGAR MAPAS REFERENCIALES Y CRUAR INFORMACION CON RENIEC
CONOCE-AQUI;ok
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;1
CONOCE-AQUI;.
CONOCE-AQUI;Buen
CONOCE-AQUI;muy buena
CONOCE-AQUI;ok
CONOCE-AQUI;Muy buena atención
CONOCE-AQUI;bueno
CONOCE-AQUI;NINGUNO
CONOCE-AQUI;OK
CONOCE-AQUI;SED
CONOCE-AQUI;¡GRACIAS!
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;ok
CONOCE-AQUI;"Muy provechoso y se consigue la Partida solicitada en menos tiempo que en el mismo Registros Públicos
"
CONOCE-AQUI;tiempo
CONOCE-AQUI;deberian permitir indefinido
CONOCE-AQUI;a
CONOCE-AQUI;ok
CONOCE-AQUI;OL
CONOCE-AQUI;"se puede imprimir los asientos?
"
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;EXELLENT
CONOCE-AQUI;de
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;Es lo máximo! :)
CONOCE-AQUI;BIEN
CONOCE-AQUI;PERFECTO
CONOCE-AQUI;ok
CONOCE-AQUI;muy útil 
CONOCE-AQUI;d
CONOCE-AQUI;Buen servicio
CONOCE-AQUI;OK
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;perfect
CONOCE-AQUI;"Muy bien
"
CONOCE-AQUI;"|BIEN 
"
CONOCE-AQUI;d
CONOCE-AQUI;NA
CONOCE-AQUI;v
CONOCE-AQUI;Buen apoyo
CONOCE-AQUI;sfeff
CONOCE-AQUI;ok
CONOCE-AQUI;Ninguna
CONOCE-AQUI;qsx
CONOCE-AQUI;bien
CONOCE-AQUI;dwws
CONOCE-AQUI;ok
CONOCE-AQUI;ssss
CONOCE-AQUI;Ik
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;"jdshbdhs
"
CONOCE-AQUI;buen servicio
CONOCE-AQUI;OK
CONOCE-AQUI;BIEN
CONOCE-AQUI;Muy buena plataforma.
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;todo bien
CONOCE-AQUI;Esta buana el servicio al instante 
CONOCE-AQUI;MAGNIFICO
CONOCE-AQUI;"Gracias
"
CONOCE-AQUI;vg
CONOCE-AQUI;"PERFECTA ATENCIÓN
"
CONOCE-AQUI;si
CONOCE-AQUI;c
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;bien.
CONOCE-AQUI;sxxzxxz
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;mm
CONOCE-AQUI;Bien
CONOCE-AQUI;me ayuda demasiado!!! gracias
CONOCE-AQUI;DEBERÍMOS PODER IMPRIMIR
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;muy bueno, me ayuda mucho
CONOCE-AQUI;BUENO
CONOCE-AQUI;"CONOCER POR MANZANA Y LOTE
"
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;NO INLCUYE EL REGISTRO PÚBLICO DE HIDROCARBUROS
CONOCE-AQUI;bien
CONOCE-AQUI;OK
CONOCE-AQUI;MAS TIEMPO PARA VISUALIZAR LAS PARTIDAS
CONOCE-AQUI;todo ok
CONOCE-AQUI;ok
CONOCE-AQUI;hghgfhgf
CONOCE-AQUI;Gracias 
CONOCE-AQUI;Excelente
CONOCE-AQUI;:)
CONOCE-AQUI;EXCELENTE. PERO DEBEN PERMITIR DESCARGARLOS
CONOCE-AQUI;...
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;ok
CONOCE-AQUI;Muy bien
CONOCE-AQUI;OK
CONOCE-AQUI;Y
CONOCE-AQUI;Muybueno
CONOCE-AQUI;"sigan adelante
"
CONOCE-AQUI;lll
CONOCE-AQUI;"ok
"
CONOCE-AQUI;HA SIDO DE INMEDIATO.
CONOCE-AQUI;debe poder descargar
CONOCE-AQUI;Excelente
CONOCE-AQUI;ok, 
CONOCE-AQUI;.
CONOCE-AQUI;Muy bueno, muy util
CONOCE-AQUI;E
CONOCE-AQUI;Se debería poder descargar las imagenes, pero sin valor para realizar algún tipo de tramite.
CONOCE-AQUI;h
CONOCE-AQUI;tiempo
CONOCE-AQUI;tIMMY
CONOCE-AQUI;ok
CONOCE-AQUI;a
CONOCE-AQUI;GENIAL
CONOCE-AQUI;hola
CONOCE-AQUI;felicitaciones, gran ejemplo para las demás entidades públicas para mejorar la atención a los usuarios
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;Muy buena información en esta plataforma para conocer los registros
CONOCE-AQUI;ok
CONOCE-AQUI;Necesito más tiempo, por favor. Gracias
CONOCE-AQUI;Agradecería se puedan ver todas las hojas correspondientes a la partida
CONOCE-AQUI;123
CONOCE-AQUI;HY
CONOCE-AQUI;inmejorable
CONOCE-AQUI;RGR
CONOCE-AQUI;Es un buen servicio preliminar. Es util.  Gracias
CONOCE-AQUI;ASDASD
CONOCE-AQUI;"ok
"
CONOCE-AQUI;BIEENNN
CONOCE-AQUI;GRACIAS POR EVITAR COSTOS A USUARIOS
CONOCE-AQUI;Ampliar la vista del documento
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;Me parece excelente, sin mayor costo he podido revisar el estado situacional de un predio que quiero adquirir, gracias
CONOCE-AQUI;Muy mal
CONOCE-AQUI;SI
CONOCE-AQUI;Hhy
CONOCE-AQUI;muy bueno
CONOCE-AQUI;DA
CONOCE-AQUI;ok
CONOCE-AQUI;Esta bien gracias
CONOCE-AQUI;"ok
"
CONOCE-AQUI;Y
CONOCE-AQUI;Mas tiempo
CONOCE-AQUI;MUY FAVORABLE PARA EL ADMINISTRADO
CONOCE-AQUI;Esta bien
CONOCE-AQUI;ok
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;Se ampliaría el tiempo 
CONOCE-AQUI;bien
CONOCE-AQUI;excelente, felicitaciones
CONOCE-AQUI;.
CONOCE-AQUI;-
CONOCE-AQUI;-
CONOCE-AQUI;"la publicidad es transparencia para el procedimiento de cualquier tramite. gracias
"
CONOCE-AQUI;"ESTA EXELENTE
"
CONOCE-AQUI;"ok
"
CONOCE-AQUI;RTHTY
CONOCE-AQUI;ok todo
CONOCE-AQUI;bueno
CONOCE-AQUI;a
CONOCE-AQUI;Gracias porque permite informarnos antes de hacer una compra, así ayuda mucho.
CONOCE-AQUI;excelente 
CONOCE-AQUI;Q
CONOCE-AQUI;zsFG
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;ASD
CONOCE-AQUI; 
CONOCE-AQUI;.
CONOCE-AQUI;"MAS OPCIONES
"
CONOCE-AQUI;DSGD
CONOCE-AQUI;good
CONOCE-AQUI;"DJBVAKSD
"
CONOCE-AQUI;"MUY POCO TIEMPO
"
CONOCE-AQUI;CCCC
CONOCE-AQUI;super bien
CONOCE-AQUI;MUY BIEN 
CONOCE-AQUI;eficiente
CONOCE-AQUI;excelente
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;.
CONOCE-AQUI;2
CONOCE-AQUI;Difusion
CONOCE-AQUI;bien
CONOCE-AQUI;.
CONOCE-AQUI;muy bien
CONOCE-AQUI;sin comentarios
CONOCE-AQUI;gb
CONOCE-AQUI;Ok
CONOCE-AQUI;A
CONOCE-AQUI;INTERESANTE MUY BIEN
CONOCE-AQUI;ok
CONOCE-AQUI;Bueno
CONOCE-AQUI;ok
CONOCE-AQUI;"Debería poderse imprimir con el mensaje de que no tiene valor oficial
"
CONOCE-AQUI;muy bueno
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;d
CONOCE-AQUI;sss
CONOCE-AQUI;ok
CONOCE-AQUI;JKL
CONOCE-AQUI;.
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;excelente el servicio
CONOCE-AQUI;MAL
CONOCE-AQUI;L
CONOCE-AQUI;Muchas gracias, Ha sido una grata experiencia.
CONOCE-AQUI;F
CONOCE-AQUI;BUENO
CONOCE-AQUI;XFG
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;edewwfwefwfwef
CONOCE-AQUI;"el servicio esta excelente muchas gracias.
"
CONOCE-AQUI;Ok
CONOCE-AQUI;Extender el tiempo de revisión
CONOCE-AQUI;Bien
CONOCE-AQUI;Seguir brindando la información, muy valiosa
CONOCE-AQUI;Buena aplicación 
CONOCE-AQUI;VC
CONOCE-AQUI;ok
CONOCE-AQUI;B
CONOCE-AQUI;buena
CONOCE-AQUI;AAAAAAA
CONOCE-AQUI;k
CONOCE-AQUI;SCASCSA
CONOCE-AQUI;Perfecto
CONOCE-AQUI;g
CONOCE-AQUI;-
CONOCE-AQUI;.
CONOCE-AQUI;JJYHFHJV
CONOCE-AQUI;DEBERIA PODER IMPRIMIR O GUARDAR EL DOCUMENTO
CONOCE-AQUI;excelente
CONOCE-AQUI;.
CONOCE-AQUI;Si se pudiera facilitar la impresión, sería excelente
CONOCE-AQUI;ok
CONOCE-AQUI;"excelente
.....
"
CONOCE-AQUI;Más páginas pa visualizar p
CONOCE-AQUI;"interesante
"
CONOCE-AQUI;B
CONOCE-AQUI;.
CONOCE-AQUI;NINGUNA
CONOCE-AQUI;bien
CONOCE-AQUI;Ok
CONOCE-AQUI;DDD
CONOCE-AQUI;E
CONOCE-AQUI;0542
CONOCE-AQUI;BIEN
CONOCE-AQUI;buena
CONOCE-AQUI;ok
CONOCE-AQUI;EXELENTE EL SERVICIO
CONOCE-AQUI;excelente
CONOCE-AQUI;ok
CONOCE-AQUI;permitir  visualización consecutiva de  asientos, y así mismo poder imprimir.
CONOCE-AQUI;Bien
CONOCE-AQUI;3
CONOCE-AQUI;bien
CONOCE-AQUI;.....
CONOCE-AQUI;Y
CONOCE-AQUI;no se veían bien las paginas. pesimo servicio
CONOCE-AQUI;SON MUY POCAS OPCIONES
CONOCE-AQUI;B
CONOCE-AQUI;ASSDAA
CONOCE-AQUI;gracias a sunarp x este servicio.....un feliz año 2024 sea lo mejor.
CONOCE-AQUI;S
CONOCE-AQUI;OK
CONOCE-AQUI;FACILITA LA CONSULTA DE ASIENTOS CUANDO SE TIENE ESPECIAL APURO, GRACIAS POR IMPLEMENTAR ESTE PROGRAMA 
CONOCE-AQUI;b
CONOCE-AQUI;s
CONOCE-AQUI;"muchas gracias
"
CONOCE-AQUI;GENIAL
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;es una ayuda
CONOCE-AQUI;"No se puede visualizar, lo que necesito solo me muestra 3 páginas de el expediente 
"
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;muy bueno
CONOCE-AQUI;ok
CONOCE-AQUI;Excelente
CONOCE-AQUI;siguen asi
CONOCE-AQUI;OK
CONOCE-AQUI;buen servicio de mucha ayuda para los usuarios
CONOCE-AQUI;4
CONOCE-AQUI;"BIEN 
"
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;Excelente servicio
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;excelente servicio 
CONOCE-AQUI;---
CONOCE-AQUI;OK
CONOCE-AQUI;excelente sunarp gracias!!
CONOCE-AQUI;ok
CONOCE-AQUI;"ok
"
CONOCE-AQUI;dd
CONOCE-AQUI;ok
CONOCE-AQUI;KOK
CONOCE-AQUI;S
CONOCE-AQUI;bn
CONOCE-AQUI;0
CONOCE-AQUI;"SI
"
CONOCE-AQUI;ASDA
CONOCE-AQUI;ok
CONOCE-AQUI;DE MUY UTIL PARA EL USUARIO
CONOCE-AQUI;CC
CONOCE-AQUI;buena opcion ,para saber q es lo que uno necesita 
CONOCE-AQUI;Está correcto 
CONOCE-AQUI;.
CONOCE-AQUI;Bueno
CONOCE-AQUI;BUENO
CONOCE-AQUI;SI
CONOCE-AQUI;bien
CONOCE-AQUI;.
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;buena causa
CONOCE-AQUI;buena la plataforma, seria importante también tener acceso a la visualización de todos los antecedentes como son la escritura pública, entre otros que dan origen al documento llamado partida registral o ficha registral, de acuerdo a la ley transparencia
CONOCE-AQUI;muy bueno
CONOCE-AQUI;OK
CONOCE-AQUI; 
CONOCE-AQUI;ok
CONOCE-AQUI;1
CONOCE-AQUI;Se sugiere poner en visualización los números de pagina.
CONOCE-AQUI;my practico
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;kkkkkkkkkkkkkkk
CONOCE-AQUI;"ok
"
CONOCE-AQUI;a
CONOCE-AQUI;BIENM
CONOCE-AQUI;muy buena
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI; c
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;sin comentarios
CONOCE-AQUI;gracias me sirvio de mucho
CONOCE-AQUI;SI
CONOCE-AQUI;-
CONOCE-AQUI;2
CONOCE-AQUI;OK
CONOCE-AQUI;se debería poder imprimir las hojas 
CONOCE-AQUI;Que se pueda visualizar titulos archivados por favor, gracias.
CONOCE-AQUI;xd
CONOCE-AQUI;Se sugiere que las copias informativas puedan ser impresas, muchas gracias.
CONOCE-AQUI;"-
"
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;-
CONOCE-AQUI;ninguna
CONOCE-AQUI;1
CONOCE-AQUI;"bueno 
"
CONOCE-AQUI;"E BOTON DE REGRESEAR DEBERI EXSITIR, GRACIAS
"
CONOCE-AQUI;"MAS TIEMPO DE VISUALIZACION
"
CONOCE-AQUI;s
CONOCE-AQUI;BIEN
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;.
CONOCE-AQUI;. 
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;exelente
CONOCE-AQUI;Excelente aporte
CONOCE-AQUI;me parece bien les agradesco
CONOCE-AQUI;ok
CONOCE-AQUI;LÑLL
CONOCE-AQUI;SE DEBERIA PODER DESCARGAR EL DOCUMENTO O POR LO MENOS EL AREA DE VISUALIZACION DEBERIA SER EN HOJA COMPLETA 
CONOCE-AQUI;Buena 
CONOCE-AQUI;excelente, gracias
CONOCE-AQUI;excelente
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;MUY BUENA
CONOCE-AQUI;Excelente iniciativa. 
CONOCE-AQUI;1
CONOCE-AQUI;:d
CONOCE-AQUI;ok
CONOCE-AQUI;bien
CONOCE-AQUI;muy bueno
CONOCE-AQUI;1
CONOCE-AQUI;"BUENA
"
CONOCE-AQUI;ES MUY BUENA LA APLICACION
CONOCE-AQUI;Bien 
CONOCE-AQUI;Ok 
CONOCE-AQUI;  
CONOCE-AQUI;Gracias
CONOCE-AQUI;ok
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;xxxxxx
CONOCE-AQUI;1
CONOCE-AQUI;ok
CONOCE-AQUI;GRACIAS POR EL ACCESO A LA INFORMACION 
CONOCE-AQUI;permitir obtener copias simples
CONOCE-AQUI;OK
CONOCE-AQUI;:=)
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;vf
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;o
CONOCE-AQUI;bien
CONOCE-AQUI;.
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;"BIEN
"
