COMENTARIO;frecuencia
muy precisa;3
muy rapido y eficiente;3
muy rapido y eficaz;3
muy recomendable;3
muy satisfecho gracias;3
eexcelente;3
muy sencillo;3
excelente apoyo al usuario;3
muy util y sencillo;3
muy versatil;3
falta opcion de imprimir;3
muyy bien;3
dfhg;3
myu bueno;3
myu bien;3
imrpmir;3
excelente informacion muchas gracias;3
necesario;3
necesito mas tiempo por favor gracias;3
necesito mas de tres consultas;3
exelente muchas gracias;3
kkjk;3
ninguna sugerencia;3
deberia permitirse imprimir;3
ninguno todo bien;3
ninguno por ahora;3
nkln;3
nlnl;3
no abre el visor;3
no abrio el mapa;3
buena herramienta de consulta;3
gracias por el servicio prestado;3
546;3
5454;3
no carga el servidor;3
bueno y util;3
no carga la hoja de resumen;3
ayuda importante;3
den mas intentos;3
no carga los asientos;3
fdfs;3
no carga sistema;3
fdff;3
no cargan los mapas;3
bien sigan asi;3
no cargo la base grafica;3
no cargo la base;3
515;3
5465;3
no coincide;3
no deja ver mas partidas con un solo ingreso;3
no deja ver;3
no descarga la hoja resumen;3
esta bien la plataforma;3
ayuda mucho gracias;3
fine;3
fenomenal;3
no encontre la partida que buscaba;3
no encontre lo que queria;3
no encontre lo que busco;3
deberia haber la opcion de descarga;3
no encuesta;3
no encuentro mi predio;3
enviar;3
esta bien la pagina;3
hshs;3
informacion incompleta;3
ayuda mucho al usuario;3
no esta completa la informacion;3
no esta completa;3
cada dia mejor;3
es una buena opcion;3
no funciona el servicio;3
no hay comentarios;3
no ingresa;3
dejen ver mas partidas por dia;3
no me carga;3
no me deja imprimir;3
dcdc;3
no me gusto;3
confome;3
no me sale el mapa;3
bien todo bien;3
excelente ayuda bastante;3
no pude;3
confirme;3
no pude ver la partida;3
no pude ver el plano;3
no pude visualizar el mapa;3
mas tiempo para leer;3
no puedo descargar la partida;3
no puedo descargarlo;3
de lo mejor;3
no puedo ver todos los asientos;3
fsfs;3
dejen ver mas partidas al dia;3
fdsg;3
4654;3
gsdg;3
grandioso;3
455;3
conforme con el servicio otorgado;3
informacion completa;3
es un servicio muy bueno;3
no salio nada de informacion;3
buen serviio;3
no se pudo ver la partida;3
efefefe;3
no se pudo visualizar la partida;3
efefef;3
adsasd;3
dfwf;3
no se puede descargar en pdf;3
no se puede descargar el pdf;3
no se puede descargar la partida;3
buen servidor;3
no se puede descargar los archivos;3
no se puede guardar;3
hjvh;3
aprobado;3
fafa;3
informacion precisa;3
no se puede ver la hoja resumen;3
mas tiempo para navegar;3
no se puede visualizar el mapa;3
no se puede visualizar el resumen;3
b ueno;3
no se puede visualizar todos los asientos;3
biennnnn;3
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;3
buena plataforma gracias;3
deberia haber opcion de descarga;3
no se ven todas las paginas;3
no se visualiza la hoja resumen;3
no se visualiza hoja resumen;3
no se visualiza hoja de resumen;3
mas opciones por dia;3
no se visualizan las partidas;3
no se visualizo la partida;3
no sirve para nada;3
buena el servicio;3
no vale;3
bajo;3
jajaja;3
feyo;3
actualizar bgr;3
calidad;3
buen informacion;3
nueno;3
nunca cargo la pagina;3
nunca cargo la informacion;3
nunca cargo la base grafica;3
nuy bueno;3
obtuveinformacion;3
ok buena;3
kjhg;3
ok conforme;3
ok muy buena;3
bastante bueno;3
42;3
okik;3
okkkkkkkk;3
biewn;3
dsss;3
okkkkkkkkkkkkkk;3
dgfd;3
okkkkkkkkkkk;3
okokokokok;3
buenaa;3
oooooooooooo;3
ooooo;3
el servicio es excelente gracias;3
conforne;3
opcion de descargar;3
opcion para descargar en pdf;3
dssd;3
graciassss;3
estan muy bien;3
pantalla mas grande;3
buieno;3
para poder imprimir;3
pefecto;3
deben de dar mas tiempo;3
perfecto todo;3
permita descargar;3
excelentye;3
facil de utilizar;3
permitir mayores ingresos a la plataforma;3
pesimo sistema;3
plataforma excelente;3
plataforma de gran ayuda;3
poco tiempo dan;3
poco intentos;3
full;3
dasdasdasd;3
poco util;3
poder descargar el documento;3
poder descargar la partida;3
poder descargarlo en pdf;3
3 consultas son insuficientes;3
poder ver todos los asientos;3
por ahora todo bien;3
por ahora ninguno;3
por el momento todo ok;3
gracias por el buen servicio;3
por que no se puede descargar;3
buenaaaaaaa;3
buenaaaaaa;3
practico y facil;3
practico y rapido;3
practico y facil de usar;3
ddfg;3
pulgar arriba;3
excelentw;3
jaja;3
ffgf;3
ghjg;3
que dure mas tiempo;3
excleente;3
deberia poder descargarse en pdf;3
que se permitan mas visualizaciones;3
que se permita visualizar las partidas registrales mas de tres intentos;3
ddfd;3
que se pueda descargar el documento;3
esta buenisimo;3
que se pueda descargar los archivos;3
que se pueda descargar la partida;3
que se pueda imprimir gracias;3
que se pueda imprimir las partidas;3
que se pueda imprimir las consultas;3
que se pueda imprimir la informacion;3
que se puedan imprimir;3
que se puedan descargar los archivos;3
que sea gratis;3
excelente servcio;3
que sea imprimible;3
ampliar el area de visualizacion;3
gracias sunat;3
quiero mas;3
esta buena la pagina;3
excelnet;3
rapida informacion;3
aaaaaaaaaaaaaaaaaaaaaaaaaaaa;3
rapido eficaz;3
rapido y bueno;3
exelente aplicacion;3
mas tiempo en la sesion;3
rapido y preciso;3
dice que el servicio no esta disponible;3
rewrwe;3
rfrf;3
deberia tener la opcion de imprimir;3
horrible;3
rikooo;3
rwer;3
saas;3
sadad;3
sadasds;3
exelenete;3
bello;3
safd;3
sale error;3
mas detalle;3
sasas;3
sastifactorio;3
sass;3
grasias;3
satisfecha con la informacion;3
satisfecha con el servicio;3
satisfecho con la informacion;3
sdads;3
no ubique;3
informacion util;3
aun no;3
sdfasd;3
sdfasdf;3
ascas;3
se bloquea;3
se cuelga la pagina;3
se debe imprimir;3
agilizar procesos;3
se deberia poder imprimir gracias;3
se demora mucho en cargar;3
excdelente;3
se podria imprimir;3
159;3
buenservicio;3
seguir actualizando;3
buenasa;3
esta muy bueno el servicio;3
seria bueno que se pueda imprimir;3
excewlente;3
deberia haber una opcion para imprimir;3
bgbg;3
facil uso;3
ascac;3
sfas;3
buen servicio al ciudadano;3
sfsd;3
show;3
deede;3
si es bueno;3
mas info;3
si ok;3
fatal;3
exportar a pdf;3
132;3
funciona muy bien;3
sigan innovando;3
sigan mejorando gracias;3
dsadasd;3
eh;3
simplemente excelente;3
debe ser gratis;3
sin novedad;3
sirve de mucho;3
sirve de mucha ayuda;3
slds;3
solo gracias;3
asdsd;3
fasf;3
dificil;3
super amigable;3
1233;3
1231;3
super buena;3
super buen servicio;3
super excelente;3
super interesante;3
mas opciones de busqueda;3
fggf;3
bi8en;3
mas tiempo se necesita;3
112;3
todo bien felicitaciones;3
bravazo;3
todo bn;3
deberia dejar descargar las partidas;3
dvsd;3
84;3
czxc;3
fefe;3
genail;3
excelkente;3
todo esta correcto;3
debe ser imprimible;3
brindar mayor tiempo;3
favorable;3
fue rapido;3
excelente de mucha ayuda;3
todo muy rapido;3
falta mejorar;3
el servicio esta bien;3
totalmente satisfecho;3
triste;3
tret;3
trtr;3
habilitar opcion de imprimir;3
fgsd;3
ummm;3
un excelente servicio;3
un poco complicado;3
un poco mas de tiempo para visualizar;3
un servicio muy util;3
una buena ayuda;3
util y eficiente;3
uuuuuuuuuuuuuu;3
uuuuu;3
es una ayuda;3
actualizar la base grafica registral;3
holis;3
ver mas partidas;3
very very nice;3
very;3
vfdf;3
es muy necesario;3
vxcv;3
aasd;3
excelente portal;3
es muy rapido;3
wadawd;3
aaaaaaaaaaaaaaaaaaaaaa;3
wasp;3
weew;3
werwer;3
wiwi;3
wwwd;3
mas paginas;3
xcxc;3
xcvx;3
xevere;3
xsdc;3
exelent;3
xzxz;3
yeah;3
yasir gay;3
agregar la opcion imprimir;3
yhhh;3
yuyu;3
10 de 10;3
03;3
gfrg;2
buebno;2
dinamica;2
ertert;2
mal los codigo;2
dafd;2
mas tirmpo;2
mas tiempo al usuario;2
hgjh;2
buemo;2
mas ingresos por dia;2
excelente practico;2
erwt;2
la mejor;2
falta opcion para descargar;2
deberian volver a dar atencion personal y no via telefonica es muy deficiente;2
deben indicar si hay titulos pendientes de inscripcion;2
falta opcion imprimir;2
buen bien;2
buen ayuda;2
falta opcion descargar;2
buen avance;2
buen app;2
excelente el servicio muy agradecido;2
excelenteeeee;2
mas acceso;2
aplicacion buena;2
el servicio es buena;2
mas tiempo de revision;2
mas ingresos;2
mas claro;2
excelentr;2
buen detalle;2
maravilloso servicio;2
excelente es de mucha ayuda;2
falta opcion de descarga y de retroceso;2
maravillosa jugada;2
el servicio es eficiente;2
gracias perfecto;2
kjhk;2
es bastante sencillo;2
jjhh;2
gyuu;2
mas tiempo y mas veces;2
esta perfecto muchas gracias;2
excelente este servicio;2
indispensable;2
el servicio es muy bueno gracias;2
activar la impresion;2
excelete servicio;2
el servicio es muy bueno;2
esta perfecto gracias;2
aprendiendo;2
dasdad;2
es buena ayuda;2
ggff;2
deben permitir bajar mas partidas por dia;2
arigato;2
dsadada;2
carga lento;2
dsaasd;2
facilita la consulta gracias;2
fsdg;2
deberia ser gratis;2
888;2
el servicio es excelente;2
dedede;2
excelenyte;2
ggdf;2
casi bueno;2
buen servicio a los ciudadanos;2
dasdasda;2
deben permitir descargar los documentos;2
fue de gran ayuda;2
excelnete servicio;2
mas oportunidades de consultas;2
dsaf;2
buen servicio de ayuda;2
excelente serv;2
dsadsad;2
dsads;2
buen servicio brindado;2
excelente facil de usar;2
deben permitir la impresion;2
dasf;2
felicitaciones de gran ayuda;2
ascascs;2
buen servicio al cliente;2
excellente informacion;2
excelente sericio;2
excelente excelentemente;2
fucci;2
asdads;2
la pantalla es muy pequena;2
esta todo conforme gracias;2
es una ayuda practica;2
esta todo conforme;2
asdadas;2
informacion buena;2
878;2
mas opciones de visualizacion;2
estafa;2
buen servicio de consulta;2
felicitaciones gracias;2
la informacion fue util;2
dsdsa;2
facilita mucho la informacion;2
buen servicio eficiente;2
asdasds;2
buen servicio digital;2
dsdd;2
actualizar la informacion;2
dsdasda;2
mas claridad;2
hhjk;2
actualizar la bgr;2
dccd;2
deberia ser mas de 3 busquedas;2
actualizar las partidas y base grafica;2
dsfg;2
dsff;2
excelente servicio a la poblacion;2
asdasdasdas;2
excelnte ayuda;2
es bueno gracias;2
asdasdads;2
excelente fuente de informacion;2
deberia ser mas tiempo;2
cece;2
dsfasd;2
asdds;2
el servicio no funciona;2
gracias por atenderme;2
excelnt;2
cdvd;2
la plataforma tiene que permitir mejores opciones de zoom y desplazamiento asi como visualizar en pantalla completa con eso estaria perfecto;2
es bueno y rapido;2
hhjh;2
estamos satisfechos;2
dsgg;2
acceso a imprimir;2
asdfads;2
acceso a impresion;2
mas tiempoooo;2
facilitar la impresion;2
cfds;2
la informacion es precisa;2
asdfghjkln;2
asdfghjk;2
celeridad;2
ddds;2
asdfd;2
dddg;2
chebere;2
mas tiempoo;2
excelente servicio al usuario;2
excelente gracias por el servicio;2
es una exelente idea haber creado esta pag por que nos ahorra tiempo gracias;2
ddas;2
interesante la informacion;2
el servicio perfecto;2
ddaad;2
excelte;2
excelt;2
asdfsa;2
asdfs;2
dssf;2
es una excelente plataforma;2
asdsadsa;2
mas tiempo e intentos;2
asdsadad;2
gracias por compartir la informacion;2
excelente gestion;2
excelente genial;2
mas tiempo para consultas;2
de ayuda;2
deberia tener la opcion de impresion;2
asef;2
deberia tener la opcion de descargar;2
excerlente;2
asdv;2
fue sencillo;2
fadf;2
excelente gran ayuda;2
gracias por brindar informacion;2
check;2
es una gran ayuda para el usuario;2
buen servicio sigan asi;2
excente servicio;2
excelente gracias sunarp;2
chois;2
asfaf;2
link;2
la informacion es excelente;2
chido;2
informacion detallada;2
excelente servicio de mucha ayuda;2
exclnt;2
lo i;2
excelente servicio de la sunarp;2
kjjj;2
mas tiempo para consultar;2
dura poco tiempo;2
excelente servicio de informacion;2
de bastante ayuda;2
excelente servicio de gran ayuda;2
falla;2
mas tiempo por sesion;2
informacion correcta;2
es de gran ayuda gracias;2
deberia tener opcion de impresion;2
excelente servicio en linea;2
asfsf;2
lo encontre;2
dejen de poner la encuesta;2
de gran apoyo;2
asfsafsaf;2
deberia tener opcion a retroceder;2
mas alternativa;2
felicitaciones por el buen servicio;2
dejen de pedir encuesta;2
es de mucha ayuda gracias;2
gracias x el servicio;2
de ley;2
fafasf;2
dejen abrir mas partidas no solo 3;2
asss;2
dvad;2
assdaa;2
assasa;2
excelente servicio de publicidad registral;2
actualizar base grafica y partidas;2
mas tiempo para buscar;2
aaaaaaaaaaaaaaaaaaaaaaaaaaa;2
estoy agradecido por la informacion;2
el sistema no funciona;2
aswd;2
deberia dar opcion a imprimir;2
aaaaaaaaaaaaaaaaaaaaaaaaa;2
buen servicio y muy util;2
informacion inmediata;2
buen sistema informativo;2
buen sistema gracias;2
de muy buena ayuda;2
exclente informacion;2
gracias totales;2
atencion buena;2
gjgh;2
buen servivio;2
excelente herramienta informativa;2
de mucha utilidad gracias;2
gracias todo ok;2
excelente herramienta felicitaciones;2
atencion rapida y eficaz;2
hay predios que no aparecen sus datos tecnicos;2
buen trabajo gracias;2
buen soporte;2
excelente servicio es de mucha ayuda;2
felicitaciones por esta informacion gratuita;2
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;2
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;2
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;2
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;2
buena alternativa de informacion;2
deberia de haber la opcion imprimir;2
deberia visualizarse la pagina completa;2
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;2
falta actualizar algunas partidas registrales;2
aumentar el tiempo de uso;2
aasdasd;2
dxxx;2
aumentar el tiempo de sesion;2
debe;2
mas consultas por dni;2
dejenme salir rapido;2
aumentar el tiempo;2
excrlente;2
e3e3e;2
e3e3;2
mas intentos por dia;2
dejenme descargaar;2
buena atencon;2
exel;2
es demasiado lento;2
la visualizacion debe ser completa;2
es excelente felicitaciones;2
escala grafica;2
demasiado bueno;2
falta actualizar la base grafica;2
la partida no esta actualizada;2
demasiadas encuestas;2
falta actualizar la base;2
estoy feliz;2
execelnte;2
como descargarlo;2
felicitaciones un gran servicio a la comunidad;2
como imprimo;2
buena ayuda gracias;2
demora demasiado;2
execelente servicio;2
falta actualizar informacion;2
fvsd;2
estoy contenta con el servicio;2
interezante;2
eccelente;2
buena causa;2
deberiamos poder imprimir;2
aumento de ingresos a la plataforma;2
el tiempo de visualizacion es muy corto;2
fvfd;2
estoy muy satisfecho;2
buena gestion;2
excelente informacion rapida;2
imprimir hojas;2
escelente servicio;2
deberia dejar descargar las paginas;2
el tiempo es corto;2
ecelwnte;2
como puedo imprimir la partida;2
como puedo imprimir;2
ecelnte;2
buena herramienta de trabajo;2
ecelente servicio;2
es gratis;2
excelente la aplicacion;2
dsda;2
ecelente apoyo;2
falta actualizar las partidas;2
deberia dejar imprimir las visualizaciones;2
deberian agregar el nombre del propietario actual;2
es genial;2
gracoas;2
mas precision;2
fvdf;2
demora en cargar la informacion;2
aveces se cuelga la pagina;2
fwerf;2
good time;2
debe dejar descargar la partida;2
hjgj;2
023;2
fwef;2
fwefwe;2
falta actualizar la data;2
fwefw;2
estoy satisfecha con el servicio;2
falta un tutorial;2
estubo bien;2
010;2
deberia dejar ver mas placas;2
02;2
como se descarga;2
mas visulizaciones;2
maximo;2
excelente la informacion brindada;2
mayor duracion;2
fwafwa;2
mayor ingreso de solicitud;2
mayor informacion;2
edde;2
especificar mas los datos;2
eddd;2
debe descargarse el documento;2
fwaf;2
me ayuda mucho en el trabajo gracias;2
falta actualizar muchos predios;2
me ayuda en mi trabajo de cofopri;2
me ayuda en el trabajo gracias;2
awdawdawd;2
impresiones;2
me encanta gracias;2
me encanta el servicio;2
excelente servicio muy agradecido;2
como se puede imprimir;2
mas agilidad;2
76;2
me falto tiempo para revisar;2
graacias;2
me fue de mucha ayuda;2
excelente servicio muchas gracias sunarp;2
me gusta mucho;2
me gusta la pagina;2
me gustaria imprimirlo;2
me gustaria poder imprimir;2
actualizar los datos;2
me gusto la pagina;2
me indica que el servicio no esta disponible;2
me parece bien el servicio;2
informacion muy importante;2
me parece buena;2
fwrf;2
edfef;2
me parece muy bueno el servicio;2
me parece muy bueno;2
gracias por el servicio gratuito;2
me parece un excelente servicio;2
me parecio muy bueno;2
me parecio excelente;2
me salio servicio no disponible;2
me sirvio de ayuda;2
mas explicito;2
actualizar pagina;2
me sirvio de mucha ayuda excelente;2
gran aporte;2
gracias por el servicio en linea;2
actualizar mejor los datos segun los registros siempre se encuentra diferencia entre las medidas onsignadas en los documentos con los poligono verificados en el visor;2
mejora;2
mejor vizualizacion;2
deberia dejar ver todos los asientos;2
mejorar el navegador de asientos;2
debe durar mas tiempo la lectura;2
mas oportunidades;2
axas;2
mejorar la calidad de la imagen;2
gook;2
mejorar la pagina;2
mejorar la visualizacion;2
mejorar servicio;2
mejorar velocidad;2
mejorar tiempo;2
excelente servicio muy util y practico;2
mejoras continuas;2
messi;2
miau;2
demoro en cargar;2
mjjj;2
miy bueno;2
mjy bueno;2
mm m;2
mmmsi;2
esta;2
mostrar documento;2
mostro;2
mostrar todas las paginas;2
mostrar partida completa;2
mu buen servicio;2
awsd;2
muchas gacias;2
muchas encuesta;2
mucha utilidad;2
mucha facilidad para el usuario;2
muchas gracias buen servicio;2
muchas gracias ayuda mucho;2
hay que seguir mejorando;2
muchas gracias es un buen servicio;2
muchas gracias es de mucha ayuda;2
muchas gracias fue de mucha utilidad;2
muchas gracias por el servicio prestado;2
fwerfwe;2
muchas gracias por la visualizacion;2
faltan asientos;2
mas intentos al dia;2
muchas gracias por su ayuda;2
muchas gracias un buen servicio;2
g3nial;2
mucho;2
muchisimas gracias excelente atencion;2
muchas preguntas;2
deberia descargarse en pdf;2
excelente servicio para el ciudadano;2
muy agradecida por la informacion;2
demora un poco en cargar;2
muy amigable la pagina;2
muy amable;2
mas actualizacion;2
muy beneficioso;2
muy ben;2
muy bbien;2
eeeeeeeeeeeeee;2
adadad;2
muy bi;2
muy beuno;2
muy bien buen servicio;2
muy bien atendido;2
muy bien detallado;2
muy bien el sistema;2
muy bien exelente;2
adada;2
felix;2
muy bien muy bien;2
muy bien muchas gracias;2
muy bien practico;2
muy bien por registros publicos;2
muy bien sigan asi felicitaciones;2
hay que mejorar;2
es limitado;2
muy bonito;2
completar;2
exelente pagina;2
ee3dddqeddeed;2
exelente opcion;2
67;2
74;2
muy bue;2
muy bueeno;2
muy buen app;2
debe haber busquedas multiples;2
muy buen detalle;2
muy buen dato;2
muy buen programa;2
muy buen servicio exelente;2
debe haber busqueda multiple;2
esta bien buena informacion;2
gracas;2
muy buen servicios;2
m uy bien;2
muy buena alternativa;2
muy buena aplicacion gracias;2
muy buena ayuda gracias;2
muy buena el servicio;2
muy buena decision;2
jfjf;2
gracais;2
muy buena herramienta de consulta;2
6565;2
655;2
hjjk;2
654;2
652;2
esta bien este servicio;2
debe haber mas tiempo;2
muy buena herramienta gracias;2
etert;2
muy buena la informacion gracias;2
muy buena la plataforma gracias;2
muy buena opcion gracias sunarp;2
ferfer;2
muy buena plataforma de informacion;2
muy buena todo;2
